국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:202001 ~202207 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2021.12,파푸아 뉴기니,64,"30,476",39,"4,627","25,849"
2021.12,알제리,294,"30,392",24,"162,068","-131,676"
2021.12,쿠웨이트,824,"29,562",77,"1,025,761","-996,199"
2021.12,도미니카 공화국,496,"28,307",125,"7,713","20,594"
2021.12,스리랑카,"1,051","27,904",493,"10,862","17,043"
2021.12,과테말라,"1,199","27,871",275,"8,940","18,931"
2021.12,파나마,953,"25,794",110,"48,485","-22,691"
2021.12,엘살바도르,289,"24,966",181,"4,466","20,500"
2021.12,가나,"1,109","23,778",35,"3,140","20,638"
2021.12,이란,260,"21,451",30,435,"21,015"
2021.12,리투아니아,390,"19,364",752,"11,058","8,307"
2021.12,코트디봐르,170,"18,073",20,"2,625","15,448"
2021.12,세르비아,266,"16,646",212,"12,602","4,044"
2021.12,코스타리카,712,"15,101",654,"14,359",741
2021.12,탄자니아,372,"13,985",40,"1,856","12,129"
2021.12,파라과이,256,"13,976",34,"1,176","12,800"
2021.12,불가리아,502,"13,298","2,790","69,749","-56,451"
2021.12,수단,130,"11,861",5,37,"11,824"
2021.12,크로아티아,178,"11,857",244,"7,201","4,656"
2021.12,아제르바이잔,688,"11,854",9,61,"11,793"
2021.12,온두라스,450,"11,473",66,634,"10,839"
2021.12,튀니지,173,"11,398",892,"10,186","1,212"
2021.12,키르기스스탄,607,"11,019",30,49,"10,970"
2021.12,우루과이,206,"10,912",97,"19,437","-8,526"
2021.12,바레인,314,"9,857",103,"105,038","-95,181"
2021.12,조지아,468,"9,423",41,237,"9,186"
2021.12,모잠비크,98,"9,091",6,"82,401","-73,310"
2021.12,세네갈,375,"8,828",42,"3,504","5,325"
2021.12,예맨,336,"8,718",79,"6,370","2,348"
2021.12,부르키나 파소,33,"8,629",4,33,"8,597"
2021.12,에스토니아,318,"8,275",366,"8,107",168
2021.12,트리니다드 토바고,77,"7,895",60,"55,170","-47,275"
2021.12,레바논,232,"7,715",36,"1,177","6,538"
2021.12,앙골라,194,"7,349",6,614,"6,735"
2021.12,기타국,57,"7,087",680,"400,151","-393,064"
2021.12,아이슬란드,76,"7,064",55,"1,075","5,989"
2021.12,팔레스타인 해방기구,123,"6,715",1,12,"6,703"
2021.12,말리,20,"6,579",3,6,"6,573"
2021.12,타지크,773,"6,020",0,0,"6,020"
2021.12,이디오피아,65,"6,001",195,"7,950","-1,949"
2021.12,콩고민주공화국,49,"5,998",43,"50,972","-44,974"
2021.12,니카라과,194,"5,709",41,"1,196","4,514"
2021.12,라트비아,245,"5,595",304,"11,200","-5,605"
2021.12,아이티,124,"5,476",20,501,"4,975"
2021.12,괌,505,"4,929",53,"1,373","3,556"
2021.12,볼리비아,141,"4,727",23,"40,182","-35,455"
2021.12,말라위,11,"4,228",14,266,"3,962"
2021.12,모리셔스,122,"4,069",50,612,"3,457"
2021.12,룩셈부르그,126,"3,963",218,"10,362","-6,399"
2021.12,쿠바,21,"3,889",5,545,"3,343"
2021.12,베라루스,127,"3,787",98,"1,855","1,932"
2021.12,라오스,122,"3,692",105,"5,329","-1,637"
2021.12,불령 리유니온 코모도 제도,27,"3,643",3,0,"3,643"
2021.12,알바니아,299,"3,610",483,"1,762","1,848"
2021.12,마다카스카르,192,"3,593",106,"2,463","1,130"
2021.12,베네주엘라,47,"3,517",21,634,"2,882"
2021.12,몰도바,118,"3,359",739,"2,445",915
2021.12,짐바브웨,27,"3,358",10,403,"2,954"
2021.12,우간다,62,"3,202",32,682,"2,521"
2021.12,네팔,141,"3,081",109,355,"2,727"
2021.12,토고,81,"2,977",23,"4,698","-1,721"
2021.12,지부티,49,"2,971",1,0,"2,971"
2021.12,아메리칸 사모아,23,"2,867",16,28,"2,840"
2021.12,카메룬,152,"2,554",15,445,"2,109"
2021.12,사이프러스,155,"2,507",45,293,"2,215"
2021.12,르완다,66,"2,389",15,401,"1,988"
2021.12,아르메니아,71,"2,279",276,"2,266",14
2021.12,세이쉘,52,"2,279",9,290,"1,990"
2021.12,뉴 칼레도니아,61,"2,200",21,"44,064","-41,863"
2021.12,콩고,41,"2,131",8,979,"1,152"
2021.12,과델로프,28,"1,919",0,0,"1,919"
2021.12,기니,162,"1,854",49,"4,136","-2,282"
2021.12,아프카니스탄,15,"1,807",29,241,"1,566"
2021.12,마티니크,24,"1,799",1,38,"1,760"
2021.12,시리아,59,"1,773",7,12,"1,761"
2021.12,북마리아나 군도,156,"1,703",10,199,"1,504"
2021.12,가이아나,49,"1,693",3,229,"1,464"
2021.12,마카오,179,"1,637",26,28,"1,610"
2021.12,소말리아,14,"1,526",0,0,"1,526"
2021.12,잠비아,48,"1,507",6,"8,529","-7,022"
2021.12,불령 폴리네시아,71,"1,452",0,0,"1,452"
2021.12,브루나이,130,"1,428",5,"1,644",-215
2021.12,가봉,35,"1,275",7,"80,554","-79,279"
2021.12,사모아,15,"1,239",7,220,"1,019"
2021.12,자마이카,31,"1,233",14,219,"1,014"
2021.12,바하마,49,"1,226",10,7,"1,220"
2021.12,리히텐슈타인,24,"1,201",67,"1,865",-664
2021.12,아루바,32,"1,175",0,0,"1,175"
2021.12,베닝,28,"1,077",1,42,"1,035"
2021.12,니제르,10,995,0,0,995
2021.12,투발루,9,826,2,5,821
2021.12,도미니카,17,730,1,35,695
2021.12,큐라소,12,696,0,0,696
2021.12,불령 가이아나,13,690,0,0,690
2021.12,영령 캐이맨 군도,9,625,1,0,625
2021.12,벨리제,12,620,0,0,620
2021.12,수리남,14,560,8,214,347
2021.12,마세도니아,48,495,29,467,28
2021.12,보츠와나,9,494,6,70,424
2021.12,남수단,8,480,0,0,480
2021.12,세인트 마틴,9,466,0,0,466
2021.12,모리타니,13,457,17,"2,842","-2,385"
2021.12,메요트,4,457,1,0,457
2021.12,키리바티,46,430,4,227,203
2021.12,솔로몬 군도,16,418,0,0,418
2021.12,몰디브,53,407,0,0,407
2021.12,카보 베르데,7,391,0,3,389
2021.12,보스니아-헤르체고비나,40,378,271,"2,702","-2,324"
2021.12,바누아투,28,319,11,"2,282","-1,963"
2021.12,투르크멘,12,303,0,0,303
2021.12,시에라 리온,11,300,21,"2,432","-2,132"
2021.12,안티가 바부다,13,300,2,68,233
2021.12,감비아,34,297,3,485,-189
2021.12,부탄,37,296,1,0,296
2021.12,그레나다,3,285,0,0,285
2021.12,마이크로네시아,42,253,4,8,245
2021.12,티모르,5,230,4,53,176
2021.12,세인트 빈센트 그레나딘,4,171,15,7,164
2021.12,스와질랜드,13,169,11,78,90
2021.12,안도라,12,152,5,2,150
2021.12,바베이도스,10,150,3,81,69
2021.12,영령 버진군도,6,146,1,0,146
2021.12,챠드,5,116,0,0,116
2021.12,팔라우,8,107,4,97,10
2021.12,세인트 루시아,7,98,0,0,98
2021.12,나우루,11,89,2,"4,351","-4,262"
2021.12,나미비아,11,85,9,395,-310
2021.12,세인트 키츠 네비스,6,83,4,122,-40
2021.12,지브랄타,17,77,0,0,77
2021.12,코모로스,7,71,1,29,42
2021.12,몬테네그로,15,66,6,"9,748","-9,682"
2021.12,부룬디,15,61,1,0,61
2021.12,통가,1,45,17,790,-745
2021.12,에리트리아,2,40,2,8,32
2021.12,네덜란드 열도,7,39,1,3,36
2021.12,적도 기니,1,34,0,0,34
2021.12,남조지아 & 남샌드위치 군도,1,20,0,0,20
2021.12,산마리노,5,18,15,373,-355
2021.12,미령 버진군도,7,17,32,18,-1
2021.12,투르크 & 카이코스 군도,3,9,0,0,9
2021.12,상토메 프린스페,1,5,0,0,5
2021.12,코스 군도,1,4,0,4,0
2021.12,파로에 군도,1,4,1,67,-63
2021.12,모나코,1,2,4,469,-467
2021.12,세인트마틴(생마르탱),1,2,0,0,2
2021.12,앙귈라,2,2,0,0,2
2021.12,기네비소,1,1,4,168,-168
2021.12,보네르 신트외스타티위스,0,0,1,0,0
2021.12,니우에,0,0,3,9,-9
2021.12,피트카이른,0,0,1,0,0
2021.12,세인트 헬레나,0,0,0,9,-9
2021.12,몬트세라트,0,0,0,0,0
2021.12,왈라스 & 퓨투나 군도,0,0,2,1,-1
2021.12,영령 인도양,0,0,1,0,0
2021.12,그린랜드,4,0,1,6,-6
2021.12,레소토,0,0,3,10,-10
2021.12,중앙아프리카공화국,0,0,2,53,-53
2021.12,쿡 아일랜드,0,0,1,1,-1
2021.12,저어지,1,0,5,1,-1
2021.12,크리스마스 아일랜드,0,0,1,1,-1
2021.12,마이너 아우틀링 합중국 군도,0,0,2,3,-3
2021.12,불령 남부지역,0,0,0,14,-14
2021.12,맨섬,0,0,2,452,-452
2021.12,세인트 바르탤르미,1,0,0,0,0
2021.12,보빗군도,0,0,2,0,0
2021.12,건지,1,0,1,0,0
2022.01,중국,"137,165","13,369,510","550,375","13,169,998","199,512"
2022.01,미국,"206,281","8,571,323","1,801,940","7,094,914","1,476,409"
2022.01,베트남,"50,448","5,305,965","79,842","2,310,593","2,995,372"
2022.01,일본,"244,456","2,617,016","195,260","4,454,774","-1,837,758"
2022.01,홍콩,"26,924","2,497,519","42,374","153,607","2,343,913"
2022.01,대만,"29,908","1,888,618","25,515","2,117,335","-228,717"
2022.01,인도,"17,285","1,465,584","17,731","695,275","770,310"
2022.01,싱가포르,"53,622","1,375,485","10,326","910,807","464,678"
2022.01,멕시코,"16,367","1,197,527","6,593","660,650","536,877"
2022.01,호주,"18,214","1,061,288","59,144","3,922,030","-2,860,742"
2022.01,필리핀,"24,552","979,126","6,731","396,560","582,566"
2022.01,인도네시아,"19,189","898,500","9,426","1,371,186","-472,686"
2022.01,말레이시아,"45,790","852,377","12,600","1,562,569","-710,191"
2022.01,러시아 연방,"10,074","808,284","1,921","2,014,045","-1,205,760"
2022.01,독일,"14,771","806,404","251,928","1,645,443","-839,039"
2022.01,태국,"16,135","770,277","37,362","556,774","213,502"
2022.01,캐나다,"17,812","682,857","30,148","575,428","107,429"
2022.01,튀르키예,"7,057","658,813","4,427","98,076","560,737"
2022.01,폴란드,"6,319","593,460","2,617","84,339","509,121"
2022.01,네덜란드,"8,680","542,611","6,588","533,328","9,283"
2022.01,영국,"9,163","502,453","42,597","378,902","123,551"
2022.01,이탈리아,"6,052","497,629","67,396","644,872","-147,244"
2022.01,프랑스,"6,268","489,196","39,385","552,188","-62,992"
2022.01,브라질,"9,345","440,873","1,550","633,163","-192,289"
2022.01,벨기에,"2,947","415,882","2,634","212,984","202,898"
2022.01,헝가리,"2,319","400,876","1,545","51,818","349,058"
2022.01,마샬군도,39,"372,046",22,"12,226","359,820"
2022.01,아랍에미리트 연합,"6,250","356,399",492,"806,715","-450,316"
2022.01,스페인,"4,195","308,504","9,451","224,953","83,551"
2022.01,사우디아라비아,"2,656","280,060",634,"3,165,686","-2,885,626"
2022.01,체코공화국,"2,518","262,772","4,244","67,661","195,112"
2022.01,슬로바키아,"1,395","258,155","1,547","76,768","181,386"
2022.01,이스라엘,"2,448","194,255","1,738","163,547","30,708"
2022.01,방글라데시,"2,805","190,356","1,763","54,861","135,496"
2022.01,우즈베크,"1,330","183,601",77,"2,309","181,291"
2022.01,토고,108,"174,020",43,"6,700","167,320"
2022.01,슬로베니아,791,"168,099",338,"7,770","160,329"
2022.01,이집트,"3,782","151,177",275,"36,531","114,646"
2022.01,칠레,"3,592","132,377","1,425","658,344","-525,967"
2022.01,뉴질랜드,"3,096","129,188","47,651","124,869","4,320"
2022.01,스웨덴,"1,634","124,827","4,325","153,490","-28,662"
2022.01,이라크,608,"117,962",38,"425,244","-307,282"
2022.01,콜롬비아,"1,383","116,033",895,"52,013","64,020"
2022.01,그리스,"1,004","99,101",474,"144,859","-45,759"
2022.01,파키스탄,"1,493","98,377",800,"66,699","31,677"
2022.01,오스트리아,"2,451","94,334","4,532","133,714","-39,380"
2022.01,남아프리카공화국,"1,579","94,058",308,"243,504","-149,446"
2022.01,캄보디아,"1,960","79,111",866,"32,974","46,137"
2022.01,포루투갈,"1,032","74,325","9,851","56,370","17,955"
2022.01,페루,"1,343","73,132","1,163","327,441","-254,309"
2022.01,스위스,"1,668","67,988","4,142","293,784","-225,796"
2022.01,루마니아,"1,024","59,866","4,656","53,656","6,210"
2022.01,나이지리아,955,"58,564",84,"120,034","-61,470"
2022.01,아일랜드,651,"55,126","1,465","110,542","-55,416"
2022.01,아르헨티나,"1,214","54,917",502,"224,370","-169,454"
2022.01,노르웨이,736,"54,388","2,528","215,311","-160,924"
2022.01,카자흐스탄,816,"53,111",47,"103,258","-50,147"
2022.01,덴마크,"1,223","47,793","2,917","77,151","-29,358"
2022.01,요르단,"1,336","45,849",93,"8,149","37,700"
2022.01,리투아니아,323,"42,659",668,"11,220","31,439"
2022.01,에쿠아도르,546,"40,343",210,"11,359","28,984"
2022.01,미얀마,909,"40,250",509,"40,250",0
2022.01,카타르,792,"40,140",151,"1,257,327","-1,217,187"
2022.01,리비아,"4,500","38,034",13,"2,057","35,976"
2022.01,우크라이나,"1,920","36,979",414,"94,520","-57,541"
2022.01,피지,124,"35,700",15,264,"35,435"
2022.01,몽골,"2,102","34,247","2,506","1,759","32,489"
2022.01,파푸아 뉴기니,52,"34,200",45,"183,130","-148,931"
2022.01,모로코,368,"33,350",842,"17,031","16,319"
2022.01,엘살바도르,333,"31,772",139,"3,142","28,631"
2022.01,가나,925,"30,357",18,"1,584","28,773"
2022.01,도미니카 공화국,496,"28,041",123,"11,062","16,979"
2022.01,과테말라,"1,337","26,836",189,"6,295","20,541"
2022.01,케냐,334,"26,748",101,"6,106","20,641"
2022.01,쿠웨이트,650,"26,483",40,"1,069,717","-1,043,234"
2022.01,스리랑카,881,"24,803",437,"10,522","14,281"
2022.01,모잠비크,107,"24,585",16,"62,230","-37,645"
2022.01,푸에르토리코,265,"22,555",194,"68,539","-45,984"
2022.01,핀란드,751,"22,510","1,079","95,677","-73,167"
2022.01,오만,623,"22,290",76,"729,313","-707,023"
2022.01,세르비아,246,"20,656",173,"17,877","2,779"
2022.01,바레인,293,"20,405",76,"70,088","-49,683"
2022.01,파나마,856,"20,273",92,"29,142","-8,869"
2022.01,이란,257,"18,934",21,"1,513","17,421"
2022.01,코스타리카,778,"18,145",466,"10,736","7,409"
2022.01,알제리,233,"17,211",31,"213,037","-195,825"
2022.01,불가리아,458,"17,086","2,272","37,941","-20,856"
2022.01,탄자니아,328,"14,639",34,"3,713","10,926"
2022.01,수단,202,"13,151",5,844,"12,307"
2022.01,코트디봐르,174,"12,333",9,515,"11,818"
2022.01,온두라스,438,"12,315",61,890,"11,425"
2022.01,키르기스스탄,728,"10,757",13,6,"10,751"
2022.01,예맨,"1,745","10,518",48,"3,817","6,701"
2022.01,우루과이,181,"9,822",75,"17,751","-7,928"
2022.01,크로아티아,183,"9,313",177,"11,581","-2,268"
2022.01,아제르바이잔,490,"8,391",5,6,"8,385"
2022.01,니카라과,223,"7,884",42,"1,930","5,954"
2022.01,앙골라,227,"7,869",0,1,"7,868"
2022.01,괌,398,"7,752",40,560,"7,192"
2022.01,에스토니아,263,"7,575",278,"11,021","-3,446"
2022.01,튀니지,183,"7,523",870,"14,094","-6,571"
2022.01,콩고민주공화국,35,"7,198",50,"82,155","-74,958"
2022.01,파라과이,198,"6,955",23,"1,891","5,064"
2022.01,레바논,150,"6,847",100,"5,721","1,126"
2022.01,조지아,359,"6,512",36,760,"5,752"
2022.01,아이티,118,"6,340",4,372,"5,968"
2022.01,카메룬,115,"5,898",14,"163,500","-157,603"
2022.01,지부티,72,"5,897",0,1,"5,896"
2022.01,트리니다드 토바고,84,"5,803",45,"14,993","-9,190"
2022.01,기타국,61,"5,680",602,"557,440","-551,760"
2022.01,라오스,147,"5,648",167,"5,440",208
2022.01,몰타,274,"5,625",199,"7,976","-2,351"
2022.01,세네갈,363,"5,550",46,"3,985","1,566"
2022.01,팔레스타인 해방기구,113,"5,433",0,0,"5,433"
2022.01,라트비아,260,"5,394",307,"11,855","-6,461"
2022.01,이디오피아,85,"5,369",244,"7,931","-2,562"
2022.01,아이슬란드,74,"4,755",32,"1,557","3,198"
2022.01,팔라우,25,"4,715",4,18,"4,697"
2022.01,불령 리유니온 코모도 제도,27,"4,302",0,0,"4,302"
2022.01,타지크,536,"3,840",3,1,"3,840"
2022.01,몰도바,98,"3,822",357,"2,337","1,485"
2022.01,쿠바,24,"3,637",3,627,"3,011"
2022.01,마다카스카르,178,"3,448",84,"3,016",431
2022.01,볼리비아,123,"3,187",23,"18,700","-15,513"
2022.01,사모아,25,"3,125",5,154,"2,970"
2022.01,사이프러스,113,"3,021",40,"1,025","1,996"
2022.01,자마이카,43,"2,955",11,527,"2,428"
2022.01,베네주엘라,54,"2,900",24,688,"2,212"
2022.01,베라루스,109,"2,775",92,948,"1,828"
2022.01,부르키나 파소,20,"2,668",4,64,"2,604"
2022.01,모리셔스,116,"2,639",44,236,"2,403"
2022.01,네팔,181,"2,620",92,268,"2,352"
2022.01,룩셈부르그,108,"2,619",165,"5,670","-3,051"
2022.01,뉴 칼레도니아,72,"2,378",10,"21,212","-18,834"
2022.01,아르메니아,55,"2,270",192,"1,030","1,240"
2022.01,과델로프,19,"2,065",0,0,"2,065"
2022.01,세이쉘,40,"2,011",4,278,"1,733"
2022.01,기니,124,"1,971",56,"4,737","-2,765"
2022.01,알바니아,109,"1,964",236,"1,222",742
2022.01,바하마,42,"1,861",4,1,"1,860"
2022.01,콩고,29,"1,758",4,"1,168",591
2022.01,가이아나,51,"1,729",5,1,"1,728"
2022.01,북마리아나 군도,96,"1,700",6,92,"1,608"
2022.01,아루바,42,"1,586",1,0,"1,586"
2022.01,시리아,44,"1,558",3,0,"1,558"
2022.01,부탄,23,"1,527",0,0,"1,527"
2022.01,아프카니스탄,27,"1,393",20,122,"1,271"
2022.01,불령 폴리네시아,38,"1,368",2,182,"1,186"
2022.01,마세도니아,57,"1,294",21,99,"1,194"
2022.01,짐바브웨,23,"1,293",6,455,838
2022.01,니제르,12,"1,289",0,17,"1,272"
2022.01,르완다,70,"1,277",7,64,"1,213"
2022.01,아메리칸 사모아,26,"1,265",10,11,"1,255"
2022.01,베닝,36,"1,232",1,0,"1,232"
2022.01,브루나이,125,"1,220",5,483,736
2022.01,리히텐슈타인,26,"1,078",52,"1,132",-55
2022.01,소말리아,17,"1,040",2,164,876
2022.01,바베이도스,15,"1,039",3,20,"1,018"
2022.01,마카오,173,"1,029",30,114,915
2022.01,몰디브,55,"1,009",3,4,"1,005"
2022.01,마이크로네시아,67,925,0,0,924
2022.01,잠비아,46,896,5,"7,808","-6,911"
2022.01,보스니아-헤르체고비나,44,818,245,"3,378","-2,560"
2022.01,마티니크,10,779,0,0,779
2022.01,모리타니,18,776,12,"2,193","-1,416"
2022.01,수리남,15,676,14,540,136
2022.01,벨리제,12,623,2,20,603
2022.01,말리,15,623,1,1,622
2022.01,라이베리아,28,582,51,408,173
2022.01,감비아,23,534,0,0,534
2022.01,보츠와나,6,526,1,7,520
2022.01,세인트 빈센트 그레나딘,6,494,46,21,473
2022.01,가봉,22,464,3,"74,711","-74,247"
2022.01,투르크멘,6,449,0,0,449
2022.01,부룬디,10,447,2,0,447
2022.01,우간다,27,444,24,371,73
2022.01,세인트 루시아,17,428,2,30,398
2022.01,바누아투,31,417,8,240,177
2022.01,티모르,14,408,1,39,370
2022.01,시에라 리온,20,393,9,"1,050",-656
2022.01,세인트 마틴,6,371,0,0,371
2022.01,몬테네그로,15,366,8,"61,050","-60,684"
2022.01,불령 가이아나,9,348,1,44,304
2022.01,키리바티,24,344,3,"1,713","-1,369"
2022.01,그레나다,5,261,1,3,258
2022.01,지브랄타,11,242,4,"37,930","-37,688"
2022.01,도미니카,5,228,1,37,191
2022.01,영령 캐이맨 군도,10,208,0,0,208
2022.01,적도 기니,3,201,2,"38,059","-37,858"
2022.01,안티가 바부다,16,195,18,74,121
2022.01,카보 베르데,9,162,2,6,156
2022.01,메요트,4,157,0,0,157
2022.01,솔로몬 군도,7,152,0,0,152
2022.01,버뮤다,6,134,1,0,133
2022.01,큐라소,17,132,0,0,132
2022.01,네덜란드 열도,10,101,1,0,101
2022.01,말라위,4,68,16,"4,605","-4,537"
2022.01,세인트 키츠 네비스,7,65,2,0,65
2022.01,기네비소,3,65,0,0,65
2022.01,나미비아,22,60,11,168,-108
2022.01,투발루,4,59,0,0,59
2022.01,스와질랜드,9,57,8,108,-51
2022.01,남수단,5,39,0,0,39
2022.01,안도라,6,33,20,47,-14
2022.01,투르크 & 카이코스 군도,2,26,0,0,26
2022.01,산마리노,3,24,9,371,-347
2022.01,왈라스 & 퓨투나 군도,1,13,0,0,13
2022.01,통가,1,10,0,0,10
2022.01,몬트세라트,2,7,1,1,6
2022.01,세인트 바르탤르미,3,7,0,0,7
2022.01,영령 버진군도,2,6,0,0,6
2022.01,중앙아프리카공화국,4,5,0,0,5
2022.01,세인트마틴(생마르탱),2,4,0,0,4
2022.01,코모로스,3,3,1,0,3
2022.01,앙귈라,5,2,1,0,1
2022.01,건지,1,1,1,0,0
2022.01,코스 군도,1,1,0,0,0
2022.01,맨섬,0,0,1,0,0
2022.01,에리트리아,0,0,1,"12,921","-12,921"
2022.01,상토메 프린스페,1,0,0,0,0
2022.01,레소토,0,0,1,0,0
2022.01,파로에 군도,1,0,3,6,-6
2022.01,챠드,0,0,1,1,-1
2022.01,토켈라우,0,0,3,16,-16
2022.01,모나코,0,0,7,56,-56
2022.01,세인트 헬레나,0,0,0,0,0
2022.01,안타티카,0,0,1,0,0
2022.01,미령 버진군도,7,0,150,19,-19
2022.01,니우에,0,0,1,11,-11
2022.01,영령 인도양,0,0,0,0,0
2022.01,저어지,1,0,7,1,-1
2022.01,그린랜드,2,0,1,6,-6
2022.02,중국,"119,399","13,039,304","378,941","10,401,986","2,637,318"
2022.02,미국,"181,252","7,743,529","1,685,863","5,961,498","1,782,031"
2022.02,베트남,"46,274","5,235,978","63,901","2,071,484","3,164,494"
2022.02,일본,"228,934","2,480,771","216,846","4,708,981","-2,228,210"
2022.02,홍콩,"22,156","2,413,270","44,669","133,737","2,279,534"
2022.02,대만,"34,176","2,242,009","22,139","1,982,474","259,535"
2022.02,싱가포르,"52,029","1,426,012","9,941","758,058","667,953"
2022.02,인도,"16,459","1,351,394","15,026","732,237","619,157"
2022.02,호주,"13,890","1,090,518","52,745","3,294,579","-2,204,060"
2022.02,필리핀,"23,897","996,483","6,928","391,471","605,012"
2022.02,멕시코,"13,907","947,516","6,869","517,831","429,685"
2022.02,러시아 연방,"9,014","934,497","1,983","1,699,800","-765,302"
2022.02,말레이시아,"50,898","905,117","12,407","1,205,176","-300,059"
2022.02,인도네시아,"18,980","748,996","11,751","1,065,082","-316,086"
2022.02,독일,"13,785","741,791","245,604","1,820,208","-1,078,417"
2022.02,튀르키예,"7,588","688,261","4,335","71,307","616,954"
2022.02,태국,"16,247","684,515","41,029","667,919","16,596"
2022.02,캐나다,"15,046","591,976","31,212","576,449","15,527"
2022.02,네덜란드,"8,412","566,238","6,419","621,084","-54,846"
2022.02,폴란드,"5,921","544,528","2,725","80,218","464,310"
2022.02,브라질,"8,423","528,860","1,800","641,224","-112,365"
2022.02,영국,"8,524","510,587","42,762","542,492","-31,905"
2022.02,프랑스,"5,351","500,973","37,544","595,434","-94,461"
2022.02,이탈리아,"5,610","443,663","65,513","632,415","-188,752"
2022.02,벨기에,"2,448","423,990","2,606","209,047","214,943"
2022.02,몰타,308,"400,712",174,"6,870","393,842"
2022.02,헝가리,"2,285","390,651","2,359","72,176","318,475"
2022.02,아랍에미리트 연합,"5,773","382,849",914,"495,974","-113,125"
2022.02,마샬군도,19,"312,899",15,78,"312,821"
2022.02,사우디아라비아,"2,711","303,316",552,"2,658,546","-2,355,230"
2022.02,스페인,"3,856","258,113","8,571","217,159","40,953"
2022.02,체코공화국,"2,450","232,868","4,258","79,741","153,127"
2022.02,슬로바키아,"1,387","216,155","1,727","69,108","147,047"
2022.02,바하마,42,"216,028",4,1,"216,027"
2022.02,뉴질랜드,"2,839","206,998","43,674","142,638","64,360"
2022.02,이스라엘,"2,523","206,939","1,808","128,860","78,079"
2022.02,라이베리아,55,"194,800",51,48,"194,752"
2022.02,이집트,"3,461","150,565",405,"138,290","12,275"
2022.02,우즈베크,"1,151","143,839",56,"2,077","141,762"
2022.02,스웨덴,"1,501","139,912","4,159","133,700","6,212"
2022.02,나이지리아,897,"136,481",70,"9,264","127,217"
2022.02,슬로베니아,726,"118,637",278,"6,031","112,606"
2022.02,파나마,741,"116,867",122,"51,415","65,451"
2022.02,방글라데시,"2,462","111,740","1,604","60,118","51,621"
2022.02,파키스탄,"1,349","111,282",765,"75,571","35,711"
2022.02,칠레,"2,766","111,057","1,199","465,626","-354,569"
2022.02,오스트리아,"2,335","99,329","4,312","137,501","-38,172"
2022.02,아일랜드,641,"82,212","1,425","135,781","-53,569"
2022.02,카자흐스탄,"1,370","78,595",40,"293,682","-215,087"
2022.02,남아프리카공화국,"1,655","76,561",403,"193,976","-117,415"
2022.02,스위스,"1,386","76,274","4,246","236,421","-160,146"
2022.02,콜롬비아,"1,171","70,826",985,"34,703","36,123"
2022.02,포루투갈,864,"68,578","7,645","39,378","29,200"
2022.02,요르단,"1,482","62,031",90,"19,677","42,355"
2022.02,페루,"1,107","59,188",968,"224,864","-165,676"
2022.02,루마니아,"1,144","58,953","4,504","74,237","-15,284"
2022.02,노르웨이,716,"58,053","2,353","149,151","-91,098"
2022.02,캄보디아,"2,103","51,387",921,"31,525","19,862"
2022.02,그리스,"1,072","50,187",463,"13,267","36,920"
2022.02,이라크,598,"49,148",59,"638,874","-589,726"
2022.02,리비아,"5,664","39,259",20,"2,329","36,930"
2022.02,아르헨티나,"1,020","38,144",464,"157,334","-119,190"
2022.02,덴마크,"1,048","36,548","3,018","87,337","-50,789"
2022.02,몽골,"2,073","33,071","1,720","2,971","30,101"
2022.02,미얀마,880,"30,688",625,"56,442","-25,754"
2022.02,모로코,382,"29,494",765,"16,057","13,437"
2022.02,리투아니아,310,"28,601",582,"11,933","16,668"
2022.02,푸에르토리코,163,"27,559",181,"48,914","-21,355"
2022.02,세르비아,274,"26,084",191,"7,741","18,343"
2022.02,에쿠아도르,450,"25,405",166,"8,533","16,872"
2022.02,우크라이나,"1,394","24,997",400,"63,673","-38,676"
2022.02,핀란드,643,"23,379","1,114","65,241","-41,862"
2022.02,도미니카 공화국,396,"23,131",115,"6,821","16,310"
2022.02,오만,348,"22,679",86,"332,136","-309,457"
2022.02,가나,941,"21,326",26,"3,067","18,259"
2022.02,카타르,692,"20,525",145,"1,258,729","-1,238,204"
2022.02,과테말라,"1,197","19,310",274,"4,977","14,333"
2022.02,스리랑카,780,"17,860",511,"12,552","5,307"
2022.02,바레인,240,"17,422",65,"96,590","-79,169"
2022.02,엘살바도르,301,"17,357",126,"1,873","15,484"
2022.02,쿠웨이트,530,"16,300",52,"1,155,048","-1,138,747"
2022.02,튀니지,163,"16,247",965,"12,211","4,037"
2022.02,케냐,338,"16,224",103,"6,971","9,253"
2022.02,불가리아,451,"16,158","2,054","22,825","-6,667"
2022.02,코스타리카,980,"15,178",517,"15,252",-74
2022.02,수단,170,"14,436",6,"1,127","13,309"
2022.02,우루과이,189,"14,195",89,"20,050","-5,854"
2022.02,탄자니아,300,"13,368",32,"2,031","11,338"
2022.02,코트디봐르,155,"12,982",12,"1,003","11,979"
2022.02,크로아티아,208,"12,980",157,"15,242","-2,262"
2022.02,이란,205,"12,689",27,"2,214","10,475"
2022.02,알제리,269,"12,479",27,"264,381","-251,901"
2022.02,모잠비크,113,"11,985",7,381,"11,605"
2022.02,키르기스스탄,735,"10,320",10,5,"10,315"
2022.02,온두라스,408,"10,156",63,"20,742","-10,587"
